period,position,final_seniority,final_salary
2020_H2,"Data Science, Machine Learning, Big Data",junior,"500 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"450 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"435 Ні, не отримую 0.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"400 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"400 Отримую бонус за гарні показники роботи, але нерегулярно 200.0"
2020_H2,"Data Science, Machine Learning, Big Data",middle,"700 Ні, не отримую 0.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"350 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"700 Ні, не отримую 0.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"700 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1060 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"2000 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",middle,"1000 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1000 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1000 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1000 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1000 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1000 Ні, не отримую 0.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"950 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"950 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",senior,"950 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"900 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"800 Отримую бонус за гарні показники роботи, але нерегулярно 200.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"800 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"760 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"750 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"720 Отримую бонус за гарні показники роботи, але нерегулярно 130.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"700 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"350 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1000 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"200 Ні, не отримую 0.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1500 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1500 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",middle,1600 Отримую бонус щороку 1500.0
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1600 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1650 Ні, не отримую 0.0"
2020_H2,"Data Science, Machine Learning, Big Data",middle,1670 Отримую бонус щороку 2500.0
2020_H2,"Data Science, Machine Learning, Big Data",middle,"1700 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1700 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",middle,1760 Отримую бонус щороку nan
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1800 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1800 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1800 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",middle,"1800 Отримую бонус за гарні показники роботи, але нерегулярно 200.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1900 Отримую бонус за гарні показники роботи, але нерегулярно 400.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"2000 Отримую бонус за гарні показники роботи, але нерегулярно 300.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"300 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1900 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1500 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1500 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1800 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",senior,"1500 Ні, не отримую 0.0"
2020_H2,"Data Science, Machine Learning, Big Data",senior,"1500 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1200 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1200 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1250 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1250 Отримую бонус за гарні показники роботи, але нерегулярно 190.0"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1290 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1300 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1300 Ні, не отримую 1300.0"
2020_H2,"Data Science, Machine Learning, Big Data",middle,"1200 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",middle,1300 Отримую бонус щороку 1000.0
2020_H2,"Data Science, Machine Learning, Big Data",junior,1500 Отримую бонус щокварталу 500.0
2020_H2,"Data Science, Machine Learning, Big Data",middle,"1500 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,1100 Отримую бонус щороку 1100.0
2020_H2,"Data Science, Machine Learning, Big Data",junior,1500 Отримую бонус щороку 1000.0
2020_H2,"Data Science, Machine Learning, Big Data",junior,1188 Отримую бонус щороку 1188.0
2020_H2,"Data Science, Machine Learning, Big Data",junior,1400 Отримую бонус щороку 700.0
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1400 Ні, не отримую nan"
2020_H2,"Data Science, Machine Learning, Big Data",junior,"1350 Ні, не отримую nan"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1758 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"4000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,1700 Отримую бонус щороку nan
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"5250 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"6300 Отримую бонус за гарні показники роботи, але нерегулярно 4500.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"4500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,1600 Отримую бонус щороку 4000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"3570 Отримую бонус за гарні показники роботи, але нерегулярно nan"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"420 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"2400 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2050 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",senior,"6000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,4500 Отримую бонус щороку 400.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"15350 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"6650 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"250 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,800 Отримую бонус щомісяця 300.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"3500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3550 Отримую бонус за гарні показники роботи, але нерегулярно 500.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,2400 Отримую бонус щороку 500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"4700 Отримую бонус за гарні показники роботи, але нерегулярно 1000.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"6100 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,2300 Отримую бонус щороку nan
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,4800 Отримую бонус щокварталу 1250.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"550 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1400 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,1425 Отримую бонус щороку 650.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1850 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1830 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1100 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,4800 Отримую бонус щороку nan
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,2500 Отримую бонус щороку 2500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,2000 Отримую бонус щороку 3000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"5600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"3000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"6500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"350 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,2350 Отримую бонус щороку 1500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,1760 Отримую бонус щороку 1000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,2300 Отримую бонус щороку 650.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3450 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,6600 Отримую бонус щороку nan
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"729 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,1500 Отримую бонус щороку 1500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,1500 Отримую бонус щокварталу 500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"900 Отримую бонус за гарні показники роботи, але нерегулярно 200.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"7700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"7000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",senior,2200 Отримую бонус щороку 2000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1900 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1710 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,900 Отримую бонус щокварталу 500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"900 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4650 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"700 Отримую бонус за гарні показники роботи, але нерегулярно nan"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",senior,"5300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2040 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"2000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3100 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,3750 Отримую бонус щороку 5000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3800 Отримую бонус за гарні показники роботи, але нерегулярно 450.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3250 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,4800 Отримую бонус щороку 2000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2325 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4275 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3000 Отримую бонус за гарні показники роботи, але нерегулярно 3000.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1425 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1250 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,3160 Отримую бонус щороку 3000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"7000 Отримую бонус за гарні показники роботи, але нерегулярно 10000.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1400 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4940 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,3500 Отримую бонус щороку 3500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1900 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"4325 Отримую бонус за гарні показники роботи, але нерегулярно 200.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,1650 Отримую бонус щокварталу 275.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"4400 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2720 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,630 Отримую бонус щокварталу 380.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,2800 Отримую бонус щороку 1700.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"5000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"4800 Отримую бонус за гарні показники роботи, але нерегулярно nan"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"5000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3100 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"2500 Отримую бонус за гарні показники роботи, але нерегулярно 1500.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,890 Отримую бонус щороку 800.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,3300 Отримую бонус щокварталу 200.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"650 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"5500 Отримую бонус за гарні показники роботи, але нерегулярно 1000.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2400 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",senior,1250 Отримую бонус щокварталу 400.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,2250 Отримую бонус щомісяця nan
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,"5170 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1850 Отримую бонус за гарні показники роботи, але нерегулярно 150.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2500 Отримую бонус за гарні показники роботи, але нерегулярно 200.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,2570 Отримую бонус щороку 4500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2100 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"6200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3800 Отримую бонус за гарні показники роботи, але нерегулярно 1900.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,1300 Отримую бонус щороку nan
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,3000 Отримую бонус щомісяця 1000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2900 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3300 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"334 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1350 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"750 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1850 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,5500 Отримую бонус щороку nan
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"3000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"7000 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,2000 Отримую бонус щороку 6000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",middle,2300 Отримую бонус щороку 10000.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,1500 Отримую бонус щокварталу 500.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"95 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"2500 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"700 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"600 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"800 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"4275 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1400 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"1200 Ні, не отримую 0.0"
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,1375 Отримую бонус щомісяця 100.0
2021_H1,"Data Science, Machine Learning, Big Data, Data Engineer",junior,"500 Ні, не отримую 0.0"
