period,position,final_seniority,final_salary,frequency
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,1000 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,800 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,1000 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,1500 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,700 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,2000 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,4750 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,600 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,340 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,500 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,3500 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,2800 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,2000 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,700 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,800 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,1600 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,4500 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,3600 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,6000 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,585 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,2000 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,475 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,2000 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,2500 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,1300 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,200 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,3500 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,300 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,2600 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,1050 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,1000 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,300 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,150 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,800 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,650 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,800 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,1500 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,500 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,400 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,350 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,1100 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,700 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,2000 nan nan,1
2018_H1,Data Scientist / Data Analyst,4,2200 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,2100 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,800 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,550 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,600 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,4400 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,4000 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,500 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,400 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,1700 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,1700 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,4000 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,1700 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,4750 nan nan,1
2018_H1,Data Scientist / Data Analyst,3,900 nan nan,1
2018_H1,Data Scientist / Data Analyst,3,4100 nan nan,1
2018_H1,Data Scientist / Data Analyst,3,1500 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,1500 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,1500 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,2150 nan nan,1
2018_H1,Data Scientist / Data Analyst,1.5,800 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,1800 nan nan,1
2018_H1,Data Scientist / Data Analyst,1,850 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,6000 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,700 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,2000 nan nan,1
2018_H1,Data Scientist / Data Analyst,меньше 3 месяцев,2500 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,1300 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.25,700 nan nan,1
2018_H1,Data Scientist / Data Analyst,3,1800 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,2100 nan nan,1
2018_H1,Data Scientist / Data Analyst,2,7000 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,600 nan nan,1
2018_H1,Data Scientist / Data Analyst,0.5,1500 nan nan,1
2018_H1,Data Scientist / Data Analyst,3,2800 nan nan,1
2018_H2,Data Scientist / Data Analyst,меньше 3 месяцев,530 nan nan,1
2018_H2,Data Scientist / Data Analyst,меньше 3 месяцев,7000 nan nan,1
2018_H2,Data Scientist / Data Analyst,3,5800 nan nan,1
2018_H2,Data Scientist / Data Analyst,1.5,2200 nan nan,1
2018_H2,Data Scientist / Data Analyst,2,1000 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,1000 nan nan,1
2018_H2,Data Scientist / Data Analyst,5,3500 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.25,7500 nan nan,1
2018_H2,Data Scientist / Data Analyst,меньше 3 месяцев,700 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,1200 nan nan,1
2018_H2,Data Scientist / Data Analyst,2,1300 nan nan,1
2018_H2,Data Scientist / Data Analyst,1.5,1600 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,2200 nan nan,1
2018_H2,Data Scientist / Data Analyst,4,550 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,3500 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.25,500 nan nan,1
2018_H2,Data Scientist / Data Analyst,1.5,950 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,680 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,3200 nan nan,1
2018_H2,Data Scientist,0.25,700 nan nan,1
2018_H2,Data Scientist,0.5,900 nan nan,1
2018_H2,Data Scientist,1,2650 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,320 nan nan,1
2018_H2,Data Scientist / Data Analyst,меньше 3 месяцев,700 nan nan,1
2018_H2,Data Scientist / Data Analyst,1.5,1300 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,3400 nan nan,1
2018_H2,Data Scientist / Data Analyst,1.5,900 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.25,475 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,1100 nan nan,1
2018_H2,Data Scientist / Data Analyst,3,2800 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,650 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,1262 nan nan,1
2018_H2,Data Scientist / Data Analyst,1.5,600 nan nan,1
2018_H2,Data Scientist / Data Analyst,3,1100 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,600 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,336 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,1500 nan nan,1
2018_H2,Data Scientist / Data Analyst,1.5,800 nan nan,1
2018_H2,Data Scientist / Data Analyst,2,1600 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,4000 nan nan,1
2018_H2,Data Scientist / Data Analyst,меньше 3 месяцев,2500 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.25,3000 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,430 nan nan,1
2018_H2,Data Scientist / Data Analyst,1,500 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,2800 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,4500 nan nan,1
2018_H2,Data Scientist / Data Analyst,0.5,4000 nan nan,1
2018_H2,Data Scientist / Data Analyst,2,1600 nan nan,1
2018_H2,Data Scientist,0.5,480 nan nan,1
2018_H2,Data Scientist / Data Analyst,2,1600 nan nan,1
2018_H2,Data Scientist,1.5,2800 nan nan,1
2018_H2,Data Scientist / Data Analyst,меньше 3 месяцев,500 nan nan,1
2018_H2,Data Scientist,1,3050 nan nan,1
2018_H2,Data Scientist,2,3500 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,700 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,900 nan nan,1
2018_H2,Data Scientist,1.5,1140 nan nan,1
2018_H2,Data Scientist,1,1350 nan nan,1
2018_H2,Data Scientist,1,800 nan nan,1
2018_H2,Data Scientist,1,4200 nan nan,1
2018_H2,Data Scientist,2,4000 nan nan,1
2018_H2,Data Scientist,1.5,1500 nan nan,1
2018_H2,Data Scientist,1.5,6750 nan nan,1
2018_H2,Data Scientist,0.5,2300 nan nan,1
2018_H2,Data Scientist,0.5,500 nan nan,1
2018_H2,Data Scientist,3,3000 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,300 nan nan,1
2018_H2,Data Scientist,0.5,800 nan nan,1
2018_H2,Data Scientist,0.5,1200 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,2500 nan nan,1
2018_H2,Data Scientist,3,2900 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,4800 nan nan,1
2018_H2,Data Scientist,0.25,840 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,900 nan nan,1
2018_H2,Data Scientist,0.25,2500 nan nan,1
2018_H2,Data Scientist,0.5,1000 nan nan,1
2018_H2,Data Scientist,2,2200 nan nan,1
2018_H2,Data Scientist,1.5,900 nan nan,1
2018_H2,Data Scientist,0.5,900 nan nan,1
2018_H2,Data Scientist,1,2000 nan nan,1
2018_H2,Data Scientist,0.5,700 nan nan,1
2018_H2,Data Scientist,0.5,1800 nan nan,1
2018_H2,Data Scientist,1,2800 nan nan,1
2018_H2,Data Scientist,1,2600 nan nan,1
2018_H2,Data Scientist,0.5,1600 nan nan,1
2018_H2,Data Scientist,0.5,1400 nan nan,1
2018_H2,Data Scientist,0.25,1700 nan nan,1
2018_H2,Data Scientist,0.5,3000 nan nan,1
2018_H2,Data Scientist,3,4000 nan nan,1
2018_H2,Data Scientist,0.5,2000 nan nan,1
2018_H2,Data Scientist,0.5,400 nan nan,1
2018_H2,Data Scientist,1.5,1800 nan nan,1
2018_H2,Data Scientist,0.25,500 nan nan,1
2018_H2,Data Scientist,1.5,1700 nan nan,1
2018_H2,Data Scientist,1,1500 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,3500 nan nan,1
2018_H2,Data Scientist,1,1000 nan nan,1
2018_H2,Data Scientist,0.25,1520 nan nan,1
2018_H2,Data Scientist,1.5,5000 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,900 nan nan,1
2018_H2,Data Scientist,2,8800 nan nan,1
2018_H2,Data Scientist,3,1200 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,2100 nan nan,1
2018_H2,Data Scientist,2,1500 nan nan,1
2018_H2,Data Scientist,меньше 3 месяцев,550 nan nan,1
2019_H1,Data Scientist,0.5,3200 nan nan,1
2019_H1,Data Scientist,2,3500 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,500 nan nan,1
2019_H1,Data Scientist,2,1600 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,1800 nan nan,1
2019_H1,Data Scientist,1.5,800 nan nan,1
2019_H1,Data Scientist,3,4300 nan nan,1
2019_H1,Data Scientist,0.5,850 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,3150 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,1900 nan nan,1
2019_H1,Data Scientist,0.5,1600 nan nan,1
2019_H1,Data Scientist,1,3600 nan nan,1
2019_H1,Data Scientist,0.5,950 nan nan,1
2019_H1,Data Scientist,1,3700 nan nan,1
2019_H1,Data Scientist,3,1500 nan nan,1
2019_H1,Data Scientist,1,1800 nan nan,1
2019_H1,Data Scientist,1,3500 nan nan,1
2019_H1,Data Scientist,0.25,1000 nan nan,1
2019_H1,Data Scientist,1,1000 nan nan,1
2019_H1,Data Scientist,1,3800 nan nan,1
2019_H1,Data Scientist,2,2100 nan nan,1
2019_H1,Data Scientist,2,2000 nan nan,1
2019_H1,Data Scientist,1.5,1300 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,700 nan nan,1
2019_H1,Data Scientist,0.5,720 nan nan,1
2019_H1,Data Scientist,1,800 nan nan,1
2019_H1,Data Scientist,2,1400 nan nan,1
2019_H1,Data Scientist,0.5,550 nan nan,1
2019_H1,Data Scientist,0.5,5700 nan nan,1
2019_H1,Data Scientist,2,1900 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,3500 nan nan,1
2019_H1,Data Scientist,2,4200 nan nan,1
2019_H1,Data Scientist,1.5,3470 nan nan,1
2019_H1,Data Scientist,0.5,600 nan nan,1
2019_H1,Data Scientist,1.5,2800 nan nan,1
2019_H1,Data Scientist,1.5,1000 nan nan,1
2019_H1,Data Scientist,2,3750 nan nan,1
2019_H1,Data Scientist,1.5,1440 nan nan,1
2019_H1,Data Scientist,2,3600 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,1500 nan nan,1
2019_H1,Data Scientist,1.5,1300 nan nan,1
2019_H1,Data Scientist,0.25,1000 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,800 nan nan,1
2019_H1,Data Scientist,1,1200 nan nan,1
2019_H1,Data Scientist,2,1400 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,400 nan nan,1
2019_H1,Data Scientist,0.5,600 nan nan,1
2019_H1,Data Scientist,1,1200 nan nan,1
2019_H1,Data Scientist,1,1000 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,520 nan nan,1
2019_H1,Data Scientist,0.25,2000 nan nan,1
2019_H1,Data Scientist,0.5,1200 nan nan,1
2019_H1,Data Scientist,1.5,1600 nan nan,1
2019_H1,Data Scientist,0.5,1350 nan nan,1
2019_H1,Data Scientist,0.25,700 nan nan,1
2019_H1,Data Scientist,1,4900 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,1300 nan nan,1
2019_H1,Data Scientist,1,600 nan nan,1
2019_H1,Data Scientist,2,5000 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,500 nan nan,1
2019_H1,Data Scientist,2,2300 nan nan,1
2019_H1,Data Scientist,1.5,2600 nan nan,1
2019_H1,Data Scientist,0.25,1500 nan nan,1
2019_H1,Data Scientist,1,1000 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,1200 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,2000 nan nan,1
2019_H1,Data Scientist,5,7000 nan nan,1
2019_H1,Data Scientist,1,2000 nan nan,1
2019_H1,Data Scientist,0.5,1300 nan nan,1
2019_H1,Data Scientist,0.25,1200 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,1000 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,200 nan nan,1
2019_H1,Data Scientist,0.5,2500 nan nan,1
2019_H1,Data Scientist,1.5,1520 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,1700 nan nan,1
2019_H1,Data Scientist,0.5,700 nan nan,1
2019_H1,Data Scientist,0.25,1600 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,500 nan nan,1
2019_H1,Data Scientist,0.5,2200 nan nan,1
2019_H1,Data Scientist,3,3000 nan nan,1
2019_H1,Data Scientist,3,2000 nan nan,1
2019_H1,Data Scientist,1,700 nan nan,1
2019_H1,Data Scientist,1,500 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,500 nan nan,1
2019_H1,Data Scientist,1,4250 nan nan,1
2019_H1,Data Scientist,2,2500 nan nan,1
2019_H1,Data Scientist,1,552 nan nan,1
2019_H1,Data Scientist,2,2390 nan nan,1
2019_H1,Data Scientist,0.5,9700 nan nan,1
2019_H1,Data Scientist,0.5,500 nan nan,1
2019_H1,Data Scientist,0.5,750 nan nan,1
2019_H1,Data Scientist,0.5,2400 nan nan,1
2019_H1,Data Scientist,0.5,450 nan nan,1
2019_H1,Data Scientist,2,900 nan nan,1
2019_H1,Data Scientist,0.5,1500 nan nan,1
2019_H1,Data Scientist,1,1600 nan nan,1
2019_H1,Data Scientist,0.5,2500 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,4200 nan nan,1
2019_H1,Data Scientist,4,4800 nan nan,1
2019_H1,Data Scientist,4,10000 nan nan,1
2019_H1,Data Scientist,1.5,1250 nan nan,1
2019_H1,Data Scientist,0.5,4500 nan nan,1
2019_H1,Data Scientist,1.5,5500 nan nan,1
2019_H1,Data Scientist,0.5,2650 nan nan,1
2019_H1,Data Scientist,1.5,3500 nan nan,1
2019_H1,Data Scientist,1,1000 nan nan,1
2019_H1,Data Scientist,0.5,4000 nan nan,1
2019_H1,Data Scientist,3,700 nan nan,1
2019_H1,Data Scientist,3,2000 nan nan,1
2019_H1,Data Scientist,меньше 3 месяцев,670 nan nan,1
2019_H1,Data Scientist,1.5,3470 nan nan,1
2019_H1,Data Scientist,0.5,2500 nan nan,1
2019_H1,Data Scientist,3,3000 nan nan,1
2019_H1,Data Scientist,1,750 nan nan,1
2019_H1,Data Scientist,1,2000 nan nan,1
2019_H1,Data Scientist,0.5,1800 nan nan,1
2019_H1,Data Scientist,1.5,1500 nan nan,1
2019_H1,Data Scientist,2,3000 nan nan,1
2019_H1,Data Scientist,0.25,1000 nan nan,1
2019_H1,Data Scientist,1,5000 nan nan,1
2019_H1,Data Scientist,1.5,2185 nan nan,1
2019_H1,Data Scientist,0.25,5500 nan nan,1
2019_H1,Data Scientist,1,700 nan nan,1
2019_H2,Data Science,4 роки,2375 nan nan,1
2019_H2,Data Science,Менше 3 місяців,2700 nan nan,1
2019_H2,Data Science,4 роки,2600 nan nan,1
2019_H2,Data Science,Менше 3 місяців,2500 nan nan,1
2019_H2,Data Science,Менше 3 місяців,2500 nan nan,1
2019_H2,Data Science,2 роки,2500 nan nan,1
2019_H2,Data Science,1 рік,2500 nan nan,1
2019_H2,Data Science,2 роки,2400 nan nan,1
2019_H2,Data Science,2 роки,2400 nan nan,1
2019_H2,Data Science,3 місяці,2300 nan nan,1
2019_H2,Data Science,4 роки,2000 nan nan,1
2019_H2,Data Science,1 рік,2200 nan nan,1
2019_H2,Data Science,1 рік,2000 nan nan,1
2019_H2,Data Science,1 рік,2000 nan nan,1
2019_H2,Data Science,3 місяці,2000 nan nan,1
2019_H2,Data Science,Менше 3 місяців,2900 nan nan,1
2019_H2,Data Science,Менше 3 місяців,2000 nan nan,1
2019_H2,Data Science,1 рік,1800 nan nan,1
2019_H2,Data Science,1 рік,1800 nan nan,1
2019_H2,Data Science,Менше 3 місяців,1800 nan nan,1
2019_H2,Data Science,Менше 3 місяців,1800 nan nan,1
2019_H2,Data Science,2 роки,2300 nan nan,1
2019_H2,Data Science,2 роки,3000 nan nan,1
2019_H2,Data Science,2 роки,3700 nan nan,1
2019_H2,Data Science,2 роки,3300 nan nan,1
2019_H2,Data Science,2 роки,8500 nan nan,1
2019_H2,Data Science,2 роки,7000 nan nan,1
2019_H2,Data Science,1 рік,5700 nan nan,1
2019_H2,Data Science,2 роки,5600 nan nan,1
2019_H2,Data Science,2 роки,5400 nan nan,1
2019_H2,Data Science,2 роки,5145 nan nan,1
2019_H2,Data Science,1 рік,5000 nan nan,1
2019_H2,Data Science,3 місяці,5000 nan nan,1
2019_H2,Data Science,2 роки,5000 nan nan,1
2019_H2,Data Science,1 рік,5000 nan nan,1
2019_H2,Data Science,1 рік,5000 nan nan,1
2019_H2,Data Science,2 роки,4800 nan nan,1
2019_H2,Data Science,Менше 3 місяців,4500 nan nan,1
2019_H2,Data Science,1 рік,4300 nan nan,1
2019_H2,Data Science,2 роки,4000 nan nan,1
2019_H2,Data Science,Менше 3 місяців,4000 nan nan,1
2019_H2,Data Science,2 роки,3750 nan nan,1
2019_H2,Data Science,2 роки,1750 nan nan,1
2019_H2,Data Science,Півроку,3500 nan nan,1
2019_H2,Data Science,2 роки,3400 nan nan,1
2019_H2,Data Science,Менше 3 місяців,3300 nan nan,1
2019_H2,Data Science,1 рік,3100 nan nan,1
2019_H2,Data Science,2 роки,1700 nan nan,1
2019_H2,Data Science,3 місяці,2850 nan nan,1
2019_H2,Data Science,2 роки,1650 nan nan,1
2019_H2,Data Science,2 роки,1000 nan nan,1
2019_H2,Data Science,1 рік,1000 nan nan,1
2019_H2,Data Science,1 рік,900 nan nan,1
2019_H2,Data Science,Півроку,850 nan nan,1
2019_H2,Data Science,2 роки,820 nan nan,1
2019_H2,Data Science,3 роки,750 nan nan,1
2019_H2,Data Science,Півроку,710 nan nan,1
2019_H2,Data Science,Півроку,700 nan nan,1
2019_H2,Data Science,Менше 3 місяців,700 nan nan,1
2019_H2,Data Science,3 місяці,700 nan nan,1
2019_H2,Data Science,1 рік,1000 nan nan,1
2019_H2,Data Science,2 роки,680 nan nan,1
2019_H2,Data Science,Півроку,600 nan nan,1
2019_H2,Data Science,Півроку,600 nan nan,1
2019_H2,Data Science,3 роки,600 nan nan,1
2019_H2,Data Science,Півроку,500 nan nan,1
2019_H2,Data Science,3 місяці,500 nan nan,1
2019_H2,Data Science,Півроку,450 nan nan,1
2019_H2,Data Science,Менше 3 місяців,450 nan nan,1
2019_H2,Data Science,Півроку,400 nan nan,1
2019_H2,Data Science,Менше 3 місяців,330 nan nan,1
2019_H2,Data Science,Півроку,1700 nan nan,1
2019_H2,Data Science,Менше 3 місяців,650 nan nan,1
2019_H2,Data Science,1 рік,1000 nan nan,1
2019_H2,Data Science,Менше 3 місяців,650 nan nan,1
2019_H2,Data Science,1 рік,1500 nan nan,1
2019_H2,Data Science,1 рік,1000 nan nan,1
2019_H2,Data Science,1 рік,1500 nan nan,1
2019_H2,Data Science,2 роки,1500 nan nan,1
2019_H2,Data Science,Півроку,1500 nan nan,1
2019_H2,Data Science,1 рік,1500 nan nan,1
2019_H2,Data Science,Менше 3 місяців,1500 nan nan,1
2019_H2,Data Science,1 рік,1500 nan nan,1
2019_H2,Data Science,2 роки,1470 nan nan,1
2019_H2,Data Science,Менше 3 місяців,1300 nan nan,1
2019_H2,Data Science,2 роки,1300 nan nan,1
2019_H2,Data Science,Менше 3 місяців,1400 nan nan,1
2019_H2,Data Science,3 місяці,1100 nan nan,1
